ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X021967,Current account,240766,Female,26,Married,High school,Part-time,yes,no,0
X021968,Current account,119899,Female,30,Married,High school,Part-time,no,no,0
X021969,Current account,119918,Female,28,Married,Secondary school,Administration,no,no,0
X021970,Current account,389801,Female,28,Married,Secondary school,Administration,yes,no,0
X021971,Salary account,199829,Female,26,Divorced,Vocational degree,Entreprenuer,yes,no,0
X021972,Current account,80805,Female,26,Married,High school,House help,yes,no,0
X021973,Salary account,19254,Female,22,Single,Vocational degree,Technician,no,yes,1
X021974,Current account,49540,Female,26,Single,Secondary school,Part-time,no,no,0
X021975,Savings account,69476,Female,23,Married,Primary school,Administration,no,no,0
X021976,Current account,169278,Female,23,Married,High school,House help,yes,no,0
X021977,Salary account,79928,Female,24,Married,Vocational degree,Services,no,no,0
X021978,Current account,310056,Female,27,Married,College degree,Management,yes,no,0
X021979,Current account,230418,Female,29,Divorced,Secondary school,Part-time,no,no,0
X021980,Current account,20208,Female,27,Married,Primary school,Administration,yes,no,0
X021981,Current account,270892,Female,25,Single,Secondary school,Administration,yes,no,0
X021982,Current account,230186,Female,25,Single,Middle school,Part-time,yes,no,1
X021983,Salary account,229760,Female,29,Single,unknown,unemployed,yes,yes,0
X021984,Salary account,199170,Female,30,Divorced,unknown,unemployed,yes,yes,0
X021985,Current account,30413,Female,29,Single,Primary school,Administration,yes,no,0
X021986,Current account,300462,Female,30,Married,Middle school,Part-time,yes,no,1
X021987,Salary account,499640,Female,28,Married,Vocational degree,Services,unknown,no,0
X021988,Current account,169310,Female,27,Married,High school,Part-time,no,no,0
X021989,Current account,200691,Female,28,Single,Middle school,Administration,yes,no,0
X021990,Current account,500281,Female,29,Single,High school,Business owner,no,no,0
X021991,Current account,49365,Female,28,Married,Secondary school,Administration,no,no,0
X021992,Salary account,150983,Female,27,Married,Vocational degree,Services,yes,no,0
X021993,Current account,100718,Female,31,Single,Primary school,Administration,no,no,0
X021994,Salary account,149697,Female,28,Married,unknown,unemployed,no,yes,0
X021995,Current account,169168,Female,25,Single,Primary school,Administration,no,no,0
X021996,Savings account,99078,Female,26,Single,College degree,Management,no,no,0
X021997,Current account,160661,Female,28,Married,High school,Part-time,yes,no,0
X021998,Salary account,89535,Female,26,Married,Vocational degree,Technician,no,no,0
X021999,Current account,190687,Female,27,Single,Middle school,Administration,no,no,0
X022000,Current account,199171,Female,29,Single,Secondary school,Administration,no,no,0
X022001,Salary account,50425,Female,29,Married,Vocational degree,Entreprenuer,yes,no,0
X022002,Savings account,260260,Female,27,Divorced,College degree,Retired,yes,no,0
X022003,Current account,250220,Female,28,Married,Secondary school,Administration,no,no,0
X022004,Current account,229500,Female,28,Single,Secondary school,Part-time,no,no,0
X022005,Salary account,240179,Female,25,Divorced,Vocational degree,Services,yes,no,0
X022006,Current account,109726,Female,25,Married,Middle school,Part-time,yes,no,0
X022007,Salary account,60769,Female,27,Married,Vocational degree,Technician,no,yes,0
X022008,Current account,79913,Female,26,Married,College degree,Management,no,no,0
X022009,Current account,229758,Female,27,Single,High school,Business owner,yes,no,0
X022010,Current account,210637,Female,26,Married,High school,Part-time,no,no,0
X022011,Current account,99773,Female,30,Married,Middle school,Part-time,no,no,0
X022012,Current account,49618,Female,29,Married,Secondary school,Business owner,no,no,1
X022013,Current account,50233,Female,28,Divorced,High school,Part-time,no,no,0
X022014,Savings account,39433,Female,26,Single,Primary school,Administration,no,no,1
X022015,Current account,89566,Female,24,Married,High school,Part-time,no,no,0
X022016,Savings account,70276,Female,27,Married,College degree,Retired,yes,no,0
X022017,Salary account,30330,Female,26,Divorced,Vocational degree,Technician,yes,yes,0
X022018,Current account,170053,Female,28,Married,Secondary school,Administration,no,no,0
X022019,Current account,80766,Female,29,Married,Secondary school,Administration,yes,no,0
X022020,Current account,139943,Female,29,Married,Secondary school,Part-time,no,no,0
X022021,Salary account,29659,Female,25,Married,unknown,unemployed,yes,yes,0
X022022,Savings account,39941,Female,26,Married,Primary school,Administration,yes,no,0
X022023,Salary account,49748,Female,26,Married,College degree,Entreprenuer,yes,no,0
X022024,Salary account,229695,Female,28,Married,Vocational degree,Services,yes,no,0
X022025,Current account,60832,Female,29,Married,Primary school,Administration,no,no,0
X022026,Salary account,59164,Female,29,Married,Vocational degree,Student,no,no,0
X022027,Current account,249059,Female,30,Married,Primary school,Administration,yes,no,0
X022028,Salary account,240033,Female,28,Married,Vocational degree,Entreprenuer,no,no,0
X022029,Salary account,310305,Female,30,Married,unknown,unknown,no,yes,0
X022030,Current account,319981,Female,27,Married,High school,Part-time,yes,no,0
X022031,Salary account,19437,Female,30,Married,Vocational degree,Services,no,no,0
X022032,Savings account,300448,Female,30,Married,College degree,Management,yes,no,0
X022033,Current account,49013,Female,27,Married,College degree,Management,yes,no,0
X022034,Salary account,570169,Female,26,Married,Vocational degree,Technician,no,yes,0
X022035,Savings account,160479,Female,28,Married,College degree,Entreprenuer,yes,no,0
X022036,Salary account,230141,Female,26,Married,Vocational degree,Technician,no,yes,0
X022037,Salary account,249261,Female,29,Divorced,Vocational degree,Services,unknown,no,0
X022038,Salary account,79830,Female,29,Married,Vocational degree,Services,yes,no,0
X022039,Salary account,60025,Female,27,Married,Vocational degree,Technician,yes,yes,0
X022040,Current account,90238,Female,24,Married,High school,Part-time,yes,no,0
X022041,Current account,150872,Female,25,Married,Secondary school,Part-time,no,no,0
X022042,Current account,90566,Female,23,Married,College degree,Management,no,no,0
X022043,Current account,150651,Female,25,Married,Secondary school,Part-time,no,no,0
X022044,Current account,149379,Female,22,Single,Secondary school,Part-time,no,no,0
X022045,Salary account,400129,Female,25,Married,Vocational degree,Technician,yes,yes,0
X022046,Salary account,199796,Female,26,Married,unknown,unknown,yes,yes,0
X022047,Current account,210341,Female,27,Married,Secondary school,Administration,no,no,0
X022048,Savings account,140055,Female,26,Single,Primary school,Administration,yes,no,1
X022049,Current account,220041,Female,26,Married,High school,Part-time,no,no,0
X022050,Current account,250000,Female,30,Single,High school,Part-time,yes,unknown,0
X022051,Salary account,119646,Female,28,Married,Vocational degree,Technician,yes,no,0
X022052,Current account,199338,Female,28,Married,Primary school,Administration,no,no,0
X022053,Salary account,50181,Female,28,Single,Vocational degree,Technician,no,yes,0
X022054,Current account,49513,Female,27,Married,High school,Part-time,no,no,0
X022055,Salary account,229347,Female,27,Married,Vocational degree,Technician,yes,no,0
X022056,Current account,100334,Female,31,Married,Primary school,Administration,yes,no,0
X022057,Salary account,50083,Female,27,Single,Vocational degree,Services,yes,no,0
X022058,Current account,329358,Female,25,Married,College degree,Management,yes,no,0
X022059,Salary account,90943,Female,26,Married,unknown,unemployed,yes,yes,0
X022060,Salary account,149763,Female,25,Divorced,Vocational degree,Services,yes,no,0
X022061,Current account,70464,Female,30,Married,Primary school,Administration,yes,no,0
X022062,Current account,80421,Female,29,Married,Primary school,Administration,no,no,0
X022063,Current account,129831,Female,29,Single,High school,Part-time,unknown,no,0
X022064,Salary account,130162,Female,29,Married,Vocational degree,Services,yes,no,0
X022065,Salary account,139354,Female,27,Married,High school,Entreprenuer,yes,no,1
X022066,Current account,240824,Female,28,Married,Secondary school,House help,no,no,0
X022067,Current account,160898,Female,26,Married,Primary school,Administration,yes,no,0
X022068,Salary account,49820,Female,26,Married,High school,Services,yes,no,0
X022069,Current account,500254,Female,26,Single,High school,Part-time,no,no,0
X022070,Current account,259590,Female,29,Married,High school,Part-time,no,no,0
X022071,Salary account,99701,Female,22,Married,Vocational degree,Technician,no,no,0
X022072,Salary account,129263,Female,23,Married,unknown,Technician,no,yes,0
X022073,Salary account,80438,Female,25,Single,Vocational degree,Services,no,no,0
X022074,Current account,400100,Female,28,Married,High school,Part-time,no,no,0
X022075,Savings account,360409,Female,25,Single,College degree,Management,yes,no,0
X022076,Current account,190822,Female,29,Married,Secondary school,Part-time,no,no,0
X022077,Current account,89548,Female,29,Married,High school,Part-time,yes,no,0
X022078,Salary account,49329,Female,28,Divorced,Vocational degree,Services,no,no,0
X022079,Salary account,79424,Female,30,Divorced,Vocational degree,Technician,no,yes,0
X022080,Salary account,119713,Female,27,Married,Vocational degree,Technician,yes,no,0
X022081,Savings account,100419,Female,26,Married,Primary school,Administration,no,no,1
X022082,Current account,169592,Female,27,Married,High school,Part-time,yes,no,0
X022083,Current account,90220,Female,29,Married,High school,Part-time,yes,no,0
X022084,Savings account,399152,Female,25,Married,Primary school,Administration,yes,no,0
X022085,Current account,229323,Female,26,Married,High school,Business owner,yes,no,0
X022086,Current account,259339,Female,26,Married,Secondary school,Part-time,yes,no,0
X022087,Salary account,110050,Female,30,Married,Vocational degree,Technician,no,yes,0
X022088,Salary account,499893,Female,30,Single,Vocational degree,Services,yes,no,0
X022089,Salary account,89025,Female,26,Married,Vocational degree,Technician,no,yes,0
X022090,Salary account,59997,Female,27,Single,Vocational degree,Technician,yes,yes,0
X022091,Current account,319067,Female,26,Single,Middle school,Part-time,yes,no,1
X022092,Savings account,320402,Female,30,Single,College degree,Retired,yes,no,0
X022093,Current account,190498,Female,29,Single,Secondary school,Administration,yes,no,0
X022094,Savings account,80261,Female,26,Divorced,Primary school,Part-time,no,no,0
X022095,Savings account,229352,Female,29,Married,Primary school,Part-time,no,no,1
X022096,Current account,309380,Female,27,Married,Secondary school,Administration,yes,no,0
X022097,Current account,260972,Female,28,Married,Secondary school,Administration,no,no,0
X022098,Salary account,200663,Female,30,Married,Vocational degree,Technician,yes,yes,0
X022099,Salary account,199352,Female,31,Married,Vocational degree,Technician,yes,unknown,0
X022100,Savings account,199165,Female,30,Single,College degree,Entreprenuer,yes,no,0
X022101,Current account,49695,Female,30,Married,High school,Part-time,no,no,0
X022102,Salary account,49243,Female,30,Married,High school,Services,yes,no,0
X022103,Salary account,50025,Female,31,Married,unknown,unknown,yes,yes,0
X022104,Current account,239306,Female,30,Single,Secondary school,Part-time,yes,no,0
X022105,Current account,99436,Female,27,Married,Secondary school,Administration,no,no,0
X022106,Current account,229684,Female,30,Married,College degree,House help,yes,no,0
X022107,Savings account,230748,Female,30,Married,College degree,Retired,no,no,0
X022108,Salary account,240539,Female,27,Divorced,High school,Technician,no,yes,1
X022109,Salary account,149569,Female,31,Married,College degree,Entreprenuer,no,no,0
X022110,Current account,150248,Female,28,Married,Primary school,Administration,yes,no,0
