ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X021731,32934,25888,19556,16054,28603,18300,0
X021732,4813,5918,5991,5548,17401,16881,0
X021733,174540,179128,182702,154766,90483,13572.45,0
X021734,133177,133142,135388,136724,116089,118233,0
X021735,4403,13482,3565,5083,13760,15020,0
X021736,208,0,0,0,0,0,0
X021737,28801,25280,25297,25962,25401,5134,0
X021738,4497,7359,9596,9650,4759,6979,0
X021739,37113,32851,26342,23135,20416,7760,0
X021740,57406,59010,60566,53661,20245,10324.95,0
X021741,44960,43386,46100,44284,43092,37984,0
X021742,80708,82685,80561,80666,72760,74375,0
X021743,16513,18913,18267,19712,20334,20358,0
X021744,16416,8129,5473,1432,2642,358,0
X021745,0,0,0,0,0,0,0
X021746,45426,46445,38392,32212,17273,7594,0
X021747,5292,5536,2699,6609,4936,2559,0
X021748,126890,62780,29593,22039,15345,10364,0
X021749,3548,375,316,409,455,400,0
X021750,52654,41987,29684,29743,28043,28626,0
X021751,5988,0,3256,2570,1070,1137,0
X021752,7428,6986,0,0,0,0,0
X021753,40314,41583,41618,32791,18644,19867,0
X021754,75090,77282,78415,73648,39659,39556,0
X021755,4222,9787,7596,13979,502,0,0
X021756,50766,52213,51129,50919,51053,49329,0
X021757,184472,178682,170130,156632,151634,153515,0
X021758,6758,4072,4243,5444,6386,7397,0
X021759,0,759,4879,1059,5720,0,0
X021760,48472,49359,51015,7764,8445,48711,1
X021761,1142,7911,786,232,0,0,0
X021762,12652,15299,16341,17437,19017,18406,0
X021763,9849,5569,600,703,720,745,0
X021764,5686,12181,0,0,403,27514,0
X021765,64254,67580,70743,70007,72089,57787,0
X021766,0,2093,693,628,0,1391,0
X021767,109045,177564,139426,137011,114668,117822,0
X021768,98033,96962,94313,62884,10475,4889,0
X021769,0,0,0,0,0,0,0
X021770,1381,4949,985,0,0,0,1
X021771,140419,141797,145044,148448,152152,155814,0
X021772,1679,20,47,-48,-64,1053,0
X021773,60327,51709,48451,49614,49766,50808,0
X021774,5330,7098,6579,5650,4004,3332,0
X021775,1027,19267,15750,9917,8162,11962,0
X021776,86486,89650,70738,73568,90811,53641,0
X021777,2863,497,6491,83553,73756,64891,0
X021778,11405,3049,0,0,430,1303,0
X021779,47510,47783,31064,31864,34065,18735.75,1
X021780,151243,152102,154565,157900,156033,154222,0
X021781,18701,19326,9972,0,0,0,0
X021782,2612,17319,0,213,17879,18030,1
X021783,55392,57990,47323,44620,48561,51508,0
X021784,136479,64,99272,92376,18662,0,0
X021785,66535,68292,68747,69713,70022,71005,0
X021786,0,0,0,0,0,0,0
X021787,7992,8126,7930,19122,15441,10845,1
X021788,5535,2599,3717,4988,5661,3630,0
X021789,2642,-73,-59,11885,-66,534,0
X021790,80124,82676,81192,80156,79548,82456,0
X021791,2348,1908,1719,2167,1404,1786,0
X021792,170502,175108,180186,190119,209895,55425,0
X021793,27709,28544,8564,9459,29001,29879,0
X021794,48843,49840,49463,49861,20084,0,0
X021795,14543,15222,15517,15813,15901,17215,0
X021796,38125,39144,39899,41402,42111,42963,0
X021797,133670,137491,131645,114915,81446,82842,0
X021798,2332,1539,1687,197,1078,6911,0
X021799,26875,27905,29255,26767,18386,29895,0
X021800,3286,3543,23274,2901,3120,2693,0
X021801,41005,43927,42851,43675,44498,45502,0
X021802,4703,9515,7817,9027,10580,7335,0
X021803,800,-114,3337,2797,1888,197,0
X021804,26425,26897,27584,17919,6763,4155,0
X021805,106549,105992,107874,103271,101313,87840,1
X021806,5424,2390,7360,1153,25689,35265,0
X021807,21639,0,0,0,0,0,0
X021808,22271,23013,23904,13725,10943,0,0
X021809,41623,42651,43699,46026,46848,47866,0
X021810,111115,113399,115821,119779,117013,118091,1
X021811,143911,142652,142826,140040,142814,12853.26,1
X021812,17732,19122,19594,20834,20313,20555,0
X021813,13001,13975,14958,16271,17050,16725,0
X021814,92404,77888,75492,74354,75186,73738,0
X021815,0,0,942,0,0,0,0
X021816,77641,78561,79922,81399,81790,83203,1
X021817,115426,98635,84871,66478,44386,31780,0
X021818,63089,64263,65070,52895,51307,50366,0
X021819,262432,180530,138327,128737,95648,90213,0
X021820,11588,9588,9023,-484,6148,2411,0
X021821,3833,5730,8721,11485,14251,17028,0
X021822,762,0,0,187,0,0,0
X021823,1784,1520,2655,1684,0,0,0
X021824,56291,28634,13560,11491,10167,11177,0
X021825,11201,9396,22056,23784,13423,17940,0
X021826,91577,43265,42267,1766,2285,3345,0
X021827,145227,149251,142775,148256,152467,158493,0
X021828,871,314,16662,17838,15714,9919,0
X021829,9210,6108,3619,0,928,699,0
X021830,11529,3458,8184,2301,10996,5428,0
X021831,0,0,0,0,0,0,1
X021832,1167,-79,68,11930,11960,12130,0
X021833,70891,64636,65525,66155,65177,66658,0
X021834,101433,79178,80854,83053,87702,90656,1
X021835,125818,126835,132691,124606,105422,106672,0
X021836,34270,34915,35535,36846,17018,16240,0
X021837,74544,69639,66387,60490,48953,29689,0
X021838,40900,39320,40941,40458,39599,40472,0
X021839,135498,136289,131597,111905,98765,46419.55,0
X021840,19415,20408,21303,21912,2060,950,0
X021841,16538,17925,18404,18677,19138,19562,0
X021842,41463,14191,14578,8603,1490,88436,0
X021843,22864,11497,12248,12032,10506,31253,0
X021844,69762,68989,69154,70493,69293,70498,1
X021845,11752,7310,1389,24970,52534,45026,0
X021846,26057,24038,26014,24546,23396,25413,0
X021847,23149,24625,24747,25871,26355,26587,0
X021848,25797,27092,29609,30860,30135,32038,1
X021849,124666,101590,93597,89571,90423,90611,0
X021850,19451,52982,26476,19136,22286,25914,0
X021851,1465,426,14830,14357,14353,47355,0
X021852,81872,77827,60133,54241,45098,44552,0
X021853,46755,45710,47047,47888,50636,40119,0
X021854,130263,131366,131442,121917,61691,61474,1
X021855,100661,78511,80153,39802,41074,0,0
X021856,173171,172546,172133,166259,145055,142925,0
X021857,0,2109,2077,4002,612,6787,0
X021858,4728,0,0,1096,0,0,0
X021859,21036,7889,7329,11265,10348,16731,0
X021860,1465,2801,2226,2507,1511,2094,0
X021861,27092,26635,26747,24850,21048,17821,0
X021862,33501,20598,2453,38650,8983,0,0
X021863,201236,202289,195251,167179,144144,137231,0
X021864,8028,12978,9713,8031,810,1061,0
X021865,65851,58148,60075,61455,73827,11074.05,0
X021866,48036,36798,3846,0,0,0,0
X021867,4689,2943,1418,1639,1362,4215,0
X021868,13080,13971,12237,7463,7309,5499,0
X021869,0,0,45,181,118,2535,0
X021870,70296,29429,8906,8996,10608,11495,0
X021871,1535,6102,1417,3370,1926,12016,0
X021872,4485,3663,0,4201,4788,2215,0
X021873,7475,494,98795,52035,40170,35813,0
X021874,0,0,0,0,0,0,0
X021875,56299,57017,58006,59028,39674,38910,0
X021876,140672,142242,145736,144308,140280,142176,0
X021877,0,930,2023,0,0,0,0
X021878,28822,29999,31122,32510,33188,35036,0
X021879,3464,4569,8559,8193,3451,1237,0
X021880,115514,138019,130983,131043,115360,115623,0
X021881,134,1948,3472,0,5902,0,0
X021882,381,319,339,320,453,469,0
X021883,0,414,552,684,1171,2921,0
X021884,124697,127964,118919,46679,47498,47796,0
X021885,195594,196129,197618,182076,166796,143260,0
X021886,101430,95967,87250,85348,81682,82373,0
X021887,33269,38995,47569,52333,52086,56338,0
X021888,63413,50311,38294,29882,26337,26339,0
X021889,52023,49725,8416,7279,7845,8315,1
X021890,38212,38878,39821,41126,41751,42087,0
X021891,3735,4898,7840,7057,7028,29463,1
X021892,52206,53346,53797,52382,55756,56874,1
X021893,117669,116461,115458,112879,109379,104176,0
X021894,7732,4855,6330,3247,11128,15934,0
X021895,27277,31423,30030,30907,29495,29915,0
X021896,14404,222793,197597,172051,174217,178086,0
X021897,0,320,0,347,751,596,0
X021898,61240,50852,47613,46583,31582,24477,0
X021899,30850,26089,27280,29408,19613,23238,0
X021900,36968,38055,41143,40063,40549,36771,0
X021901,113447,115513,121908,117423,118315,115555,0
X021902,15096,16403,18854,21221,25504,27820,0
X021903,565,358,4701,0,1143,0,0
X021904,15585,5392,1297,24786,11964,12671,0
X021905,3504,3887,0,800,4039,0,0
X021906,73822,70602,49773,43236,29892,25035,0
X021907,0,0,0,0,0,2275,0
X021908,71908,75478,77276,78869,80274,83978,0
X021909,1216,346,480,467,622,801,0
X021910,19853,24320,26081,26986,19657,20679,0
X021911,16521,11592,9269,7321,14234,11623,0
X021912,16079,16039,13289,4403,1240,363,0
X021913,2363,3206,5639,3226,3179,3026,0
X021914,11179,11953,13090,12513,13456,13084,1
X021915,102171,101137,94037,94385,88972,89871,0
X021916,188288,188477,187493,190523,195512,190522,0
X021917,1014,552,0,885,0,0,0
X021918,18558,19880,5136,2079,0,0,0
X021919,8272,7650,8134,8818,8702,10706,0
X021920,59019,57683,56279,54736,53412,51958,1
X021921,47307,4715,3463,2435,2935,3311,1
X021922,36160,6120,1081,0,3063,0,0
X021923,240426,235792,129567,125511,128728,130643,0
X021924,50418,45103,45944,44681,42609,43455,0
X021925,108082,90175,92184,87026,66821,65827,0
X021926,47819,40432,40117,41005,40803,40380,0
X021927,10684,-33,-96,32,711,1758,0
X021928,3758,6300,6881,9017,2313,4079,0
X021929,3682,101891,103068,100923,83693,51515,0
X021930,130973,133693,127571,129756,122511,124746,0
X021931,168922,171438,164575,128281,139906,127418,0
X021932,35261,35908,31563,31651,30130,8062,0
X021933,0,0,0,0,0,0,0
X021934,240583,235431,240641,212087,216314,209376,0
X021935,89,219,104,85,177,270,0
X021936,136189,139407,140265,138992,136987,141538,0
X021937,5938,4853,3831,3142,2700,1485,1
X021938,1149,0,0,616,0,0,0
X021939,97912,100385,89209,82870,53520,48984,0
X021940,53033,54134,52493,2123,790,721,0
X021941,3432,8281,15349,7338,3596,7842,0
X021942,248,20454,19255,19475,18923,19589,0
X021943,4234,3758,4454,3200,5277,1635.87,1
X021944,13185,2188,14108,27345,35454,29992,0
X021945,0,0,2317,0,0,0,1
X021946,7205,12706,6182,13587,25429,26289,0
X021947,1872,4706,7701,12530,15270,15983,0
X021948,965,150,9197,232,143,525,0
X021949,495,85,34,303,121,523,0
X021950,52952,51909,51285,49068,50068,51145,0
X021951,43067,49148,50467,48953,28620,6010.2,0
X021952,27,18659,30089,0,0,1448,0
X021953,109486,128543,131103,132424,134112,136868,0
X021954,209214,201733,186058,173759,159416,139272,0
X021955,1124,1102,5094,2608,4081,7450,0
X021956,6517,4282,0,1312,1605,179,0
X021957,30967,28710,11582,5485,6367,7249,0
X021958,0,0,0,0,0,0,0
X021959,47164,43542,35283,27467,25862,26555,0
X021960,6129,4366,6324,8907,4304,11226,0
X021961,2266,2416,2477,2374,2325,2468,0
X021962,1551,1895,5761,4550,70253,67829,0
X021963,-3717,-6149,32632,59340,41094,28641,0
X021964,18588,88885,90668,82891,79274,81473,0
X021965,93666,101803,95383,102269,47482,73322,0
X021966,327657,325947,325068,319750,265100,262428,0
X021967,234098,131952,234693,239768,132646,135584,0
X021968,48419,48631,6367,0,0,0,0
X021969,1601,210,0,0,0,0,0
X021970,125778,131267,119246,115939,101656,90255,0
X021971,5774,4382,3602,22485,20867,17857,0
X021972,70483,75881,76730,74846,79735,77843,0
X021973,12485,11987,13304,13995,14348,4017.44,1
X021974,26815,26940,28311,27229,26524,27295,0
X021975,46457,47911,48683,49950,51010,52364,0
X021976,169441,143571,125629,48937,23366,24589,0
X021977,77033,83092,81249,81752,81124,79916,0
X021978,122067,110297,119371,113504,141062,145071,0
X021979,146057,94797,70200,40219,33117,18086,0
X021980,18874,19367,18665,19405,16291,16586,0
X021981,253052,247477,253005,258010,243299,247586,0
X021982,6227,5655,2973,4246,1456,495.04,1
X021983,7880,12368,12633,13674,18059,747,0
X021984,58889,62001,7407,9429,8529,7694,0
X021985,8506,25407,522,1227,604,435,0
X021986,275766,286807,280399,318278,316241,303691,1
X021987,16133,36587,75463,828,56607,81371,0
X021988,0,6310,1602,0,0,0,0
X021989,18501,-24,1048,3763,3744,0,0
X021990,33154,34765,35347,28462,15806,7930,0
X021991,49945,48367,49360,50470,37298,38345,0
X021992,2531,1595,327,1343,821,0,0
X021993,47145,60725,68083,64243,15508,51338,0
X021994,24912,22810,11204,15606,17802,24560,0
X021995,22603,13851,9551,10244,5547,6280,0
X021996,42799,50180,22655,18270,22082,19517,0
X021997,1087,1129,1181,433,281,335,0
X021998,37072,40591,42237,35356,29871,26467,0
X021999,97151,98823,101426,103414,104026,106363,0
X022000,62035,63246,64740,65955,66779,68405,0
X022001,56696,57368,54492,49625,50037,17083,0
X022002,8,5708,787,1515,767,11526,0
X022003,20598,14010,-113,-92,7583,5700,0
X022004,3762,10922,6652,4615,2564,5331,0
X022005,28667,22025,12498,27176,6196,7669,0
X022006,110486,108474,111369,111690,111912,111335,0
X022007,0,0,0,232,1181,820,0
X022008,42307,32416,20840,11686,65045,62315,0
X022009,111195,112448,95174,72967,70325,69419,0
X022010,7366,1438,8497,5406,2926,680,0
X022011,72408,70788,72417,74336,74445,76006,0
X022012,48296,49375,50067,48865,45893,46885,1
X022013,42291,44769,48173,46886,48485,50223,0
X022014,26929,32201,38900,4220,87244,72678,1
X022015,3409,22,0,1114,0,0,0
X022016,35844,37149,37958,40737,39653,42262,0
X022017,20145,21337,22224,24329,19892,15100,0
X022018,305,332,244,789,734,677,0
X022019,83217,51413,44910,42020,28263,29482,0
X022020,16002,17006,21132,319,0,336,0
X022021,5273,8060,7718,10080,11871,13141,0
X022022,26222,26900,27957,29065,29660,30415,0
X022023,0,0,0,1345,0,1637,0
X022024,2653,3641,4660,3146,4212,5168,0
X022025,0,3911,5744,20902,17882,2491,0
X022026,62266,61034,58165,51318,29928,28997,0
X022027,46985,46331,33161,33797,32253,37608,0
X022028,41983,21385,17786,194001,194988,192832,0
X022029,176631,151955,166803,154262,146869,146856,0
X022030,293068,293265,290060,25942,23015,20491,0
X022031,12117,13494,0,0,0,0,0
X022032,10380,19552,19386,10750,10237,10312,0
X022033,10044,14204,21607,25366,30380,39766,0
X022034,33619,29936,33429,32739,30523,31135,0
X022035,118637,125270,131591,137985,145096,152592,0
X022036,7513,6575,6588,45873,1539,530,0
X022037,45626,31110,21891,13212,27857,21951,0
X022038,77362,78286,78808,79815,79494,80007,0
X022039,409,43824,44733,43075,38486,39027,0
X022040,17538,18298,18409,11701,3195,30420,0
X022041,8328,5066,2404,4537,2481,0,0
X022042,25841,16887,17591,8803,6432,2566,0
X022043,0,0,0,0,0,9198,0
X022044,52868,15165,16366,17295,18623,18843,0
X022045,12660,1043,4465,14344,1870,882,0
X022046,198864,200251,181536,182039,149962,150325,0
X022047,66508,63745,60632,61899,61990,59981,0
X022048,1935,1300,526,237,563,316,1
X022049,7433,5002,4947,7065,2531,8321,0
X022050,227829,191340,17993,15278,296,410,0
X022051,401,489,3012,1895,1777,2428,0
X022052,0,2749,236,3518,2769,0,0
X022053,21988,22332,21015,19999,20547,18844,0
X022054,50202,50779,35678,7558,42675,43570,0
X022055,20463,12825,10927,10048,3132,21033,0
X022056,1448,0,0,0,0,0,0
X022057,26218,25516,19590,19361,19583,19901,0
X022058,37671,39227,39249,40326,41661,38891,0
X022059,3060,0,0,0,0,0,0
X022060,5970,6676,7445,8239,8006,7851,0
X022061,24884,24138,26269,27548,28094,27481,0
X022062,71225,71028,69480,68336,70618,72963,0
X022063,131606,65286,2334,101052,82360,86800,0
X022064,101574,106188,119735,121201,117692,115614,0
X022065,430,441,0,0,0,0,1
X022066,2453,66,3294,2488,1169,331,0
X022067,2648,3913,10704,8598,4307,2665,0
X022068,605,592,1012,1764,561,643,0
X022069,17629,27022,10661,643,0,0,0
X022070,238815,244516,250089,247270,250378,253401,0
X022071,10636,26260,18654,19206,18225,20069,0
X022072,111478,113938,109127,105160,104008,104194,0
X022073,124205,124798,125692,128263,127749,128634,0
X022074,52779,55516,912,5086,4647,542,0
X022075,44235,37700,29600,23757,5565,2236,0
X022076,7205,9454,9274,10323,13093,13339,0
X022077,41110,38720,38432,37693,36252,33741,0
X022078,8850,7596,40055,37474,23057,14739,0
X022079,49201,54109,52503,56729,55213,69316,0
X022080,1351,0,0,1231,1111,1087,0
X022081,21160,22198,26770,25972,27698,28058,1
X022082,0,1270,0,363,0,465,0
X022083,38271,39438,41246,41738,43968,45677,0
X022084,0,0,0,0,17989,9893.95,0
X022085,79140,70717,76138,68943,54378,39830,0
X022086,207647,205149,209772,203462,199632,94405,0
X022087,55994,59702,63251,66682,67992,70431,0
X022088,319055,0,300259,280949,44563,40408,0
X022089,2959,838,754,0,356,267,0
X022090,20768,14435,12218,8881,1729,40337,0
X022091,320622,313035,293141,269510,248106,239105,1
X022092,34751,22628,9394,10155,13717,13518,0
X022093,112072,114408,102175,83683,72763,63649,0
X022094,0,0,0,0,0,0,0
X022095,35556,38622,34990,35712,36768,7353.6,1
X022096,616,314,5659,0,0,0,0
X022097,150688,151518,154996,156130,145206,139787,0
X022098,0,910,1334,1654,86,71,0
X022099,65193,21546,0,1714,1826,806,0
X022100,51005,51583,53742,55510,63359,52952,0
X022101,28257,28410,27593,27904,28529,29292,0
X022102,52823,54352,55405,42489,31015,34444,0
X022103,44429,41873,17303,16598,14854,15982,0
X022104,187391,187039,187944,187800,188609,185310,0
X022105,7894,11149,3611,2199,1933,639,0
X022106,2373,1185,4606,4381,4255,4364,0
X022107,4817,5550,7782,7611,12060,16180,0
X022108,191104,210312,206291,214901,194730,9736.5,1
X022109,35221,115130,135040,80035,35847,38409,0
X022110,1509,1262,0,1797,0,50,0
X022111,27967,5563,6772,12135,12499,12374,0
X022112,58520,54896,85694,41489,19444,9333.12,0
X022113,19827,20351,20405,19850,20246,20224,0
X022114,196,19911,17676,36636,27791,7577,0
X022115,150761,139714,135933,115864,54540,42374,0
X022116,1007,0,703,2844,0,18616,0
X022117,-5496,-8616,-15075,11046,1176,4747,0
X022118,118289,94856,71075,69050,47933,45486,0
X022119,6482,14413,6167,7796,8383,6596,0
X022120,75247,77716,79734,81768,83776,86013,0
X022121,4111,3579,3830,784,457,577,0
X022122,1252,1419,851,1077,1634,1520,0
X022123,26225,27226,27960,26744,26933,25763,0
X022124,24422,22496,36624,28976,15194,9293,0
X022125,45145,45949,47030,47959,46925,17362.25,1
X022126,17125,22519,57168,34189,0,0,1
X022127,62496,48810,47796,39807,35160,44377,0
X022128,56355,58031,59525,50929,44265,34228,0
X022129,94347,96003,97937,97494,98628,99803,0
X022130,100790,85112,77761,67503,52696,46425,0
X022131,34458,35550,36632,40699,41456,42351,0
X022132,11822,11297,10708,11270,11194,11244,0
X022133,0,798,479,511,0,658,0
X022134,6267,6208,4218,6936,6383,1547,0
X022135,64021,65968,66887,68846,69823,71315,0
X022136,10431,11464,12968,13233,11074,9769,0
X022137,2711,981,8149,5513,5018,948,0
X022138,91804,89525,83957,47091,44958,45801,0
X022139,160542,162420,157457,159179,121698,124268,0
X022140,27718,28349,14300,186,2560,12375,0
X022141,50846,52973,54458,53403,55168,52876,0
X022142,37893,35600,28876,21605,21486,21785,0
X022143,861,1898,2695,3442,1942,1020,0
X022144,129375,90254,85094,65840,46794,39751,0
X022145,1093,194,5005,13643,41564,-1093,0
X022146,23269,20524,20323,22802,24160,24978,0
X022147,0,1340,754,1778,717,1290,0
X022148,3742,1293,2484,2786,32932,31100,0
X022149,3331,3231,322,6237,232,415,0
X022150,0,213,197,2426,167,2038,0
X022151,894,0,0,0,0,0,0
X022152,328,4385,4981,289,655,0,0
X022153,18983,20317,15945,15577,14518,15006,0
X022154,13915,16251,16498,14793,13387,14703,0
X022155,1784,1720,6321,6054,6072,2503,0
X022156,25602,27804,35300,34583,36651,38785,0
X022157,5448,5147,5293,5685,4031,4542,0
X022158,-96,2480,52,50,5883,0,0
X022159,1345,9409,8843,2341,0,0,0
X022160,326,0,0,0,94,896,0
